    
Star Data Extractor Tool (Note: This program mocks format of AIP_4_WIN)
     Image: m23_3.5_001.fit
     Stars Found:  2510
     Radius of star diaphragm: 4 and 3
     Sky annulus inner radius: 7
     Sky annulus outer radius: 11
     Threshold factor:  0.000000
      X                Y           Sigma            FWHM         Sky ADU           Star ADU 4         Star ADU 3     
  789.31          362.07            0.00            0.00           731.4             2163.5             2024.1
  269.47          867.88            0.00            0.00           739.5             2367.5             2106.8
  819.90          994.06            0.00            0.00           732.4             2389.0             2099.8
  706.67          366.90            0.00            0.00           732.5             2339.4             2251.5
  462.66          876.89            0.00            0.00           734.0             2209.2             1979.1
  393.49          639.07            0.00            0.00           735.2             2706.3             2378.5
  107.99          935.90            0.00            0.00           740.9             3284.3             2761.8
  439.87          921.70            0.00            0.00           739.1             2039.0             1834.8
  160.53          812.92            0.00            0.00           739.0             2135.4             1817.1
  375.90           32.77            0.00            0.00           740.7             2486.3             2280.1
  241.13          994.24            0.00            0.00           741.0             2372.1             2074.0
  393.40          639.09            0.00            0.00           735.2             2706.3             2378.5
  338.62          249.88            0.00            0.00           736.7             1919.1             1510.5
  969.96          747.62            0.00            0.00           736.4             1985.3             1687.1
  160.44          813.01            0.00            0.00           739.0             2278.0             1887.4
  308.85          717.76            0.00            0.00           739.5             1900.7             1487.0
  125.96          551.98            0.00            0.00           733.9             2195.4             1847.0
  363.33          821.60            0.00            0.00           735.0             2035.8             1574.2
  581.47          847.32            0.00            0.00           732.5             2247.8             1961.7
  579.52          299.13            0.00            0.00           732.2             2165.7             1954.2
  171.67          550.71            0.00            0.00           739.0             2092.0             1662.5
  631.17          514.39            0.00            0.00           734.8             2129.1             1937.1
  497.67          493.94            0.00            0.00           748.5             2124.0             1851.4
  563.87          625.24            0.00            0.00           736.3             2178.8             1858.1
  468.01          841.98            0.00            0.00           734.0             2289.8             1888.7
  188.98          128.57            0.00            0.00           753.0             1981.9             1705.2
  989.72           34.90            0.00            0.00           747.3             2416.1             2266.6
  956.03           95.59            0.00            0.00           735.9             2519.2             1916.4
  888.00           66.07            0.00            0.00           732.0             2557.0             2406.8
  956.03           95.59            0.00            0.00           735.9             2519.2             1916.4
  969.88          747.90            0.00            0.00           736.4             1985.3             1687.1
  470.64          296.14            0.00            0.00           734.7             2447.2             2159.4
  605.78          791.50            0.00            0.00           735.2             2127.6             1735.0
  812.49          157.92            0.00            0.00           731.0             2641.0             2483.5
  656.07          602.62            0.00            0.00           733.3             2694.9             2595.1
  551.50          462.92            0.00            0.00           743.5             2388.3             2408.0
  413.04          353.98            0.00            0.00           742.8             2184.0             2112.4
  378.01          441.62            0.00            0.00           763.4             1869.5             1673.1
  360.51          921.90            0.00            0.00           740.3             2409.4             1880.9
  574.82          649.14            0.00            0.00           734.0             1970.0             1767.9
  390.38          537.05            0.00            0.00           740.7             2637.6             2646.1
 1002.22          948.25            0.00            0.00           734.6             2163.0             1983.0
  654.27          259.18            0.00            0.00           732.0             2414.2             2090.1
  790.18          846.51            0.00            0.00           733.3             2407.2             2095.7
  538.08          885.92            0.00            0.00           734.4             2934.1             2621.4
   89.90          902.79            0.00            0.00           740.9             2164.7             1865.0
  605.60          791.50            0.00            0.00           735.2             2127.6             1735.0
  605.60          791.50            0.00            0.00           735.2             2127.6             1735.0
  519.56          423.46            0.00            0.00           737.4             2404.1             2253.2
  759.26           94.01            0.00            0.00           732.3             2001.9             1769.1
  134.07          669.95            0.00            0.00           738.3             2149.9             1880.7
  302.97          516.09            0.00            0.00           744.6             2147.0             1672.1
  845.99         1009.27            0.00            0.00           730.3             2564.4             2269.9
  952.70          218.30            0.00            0.00           731.1             2442.3             2148.2
   66.13          420.06            0.00            0.00           751.1             1981.3             1714.7
  857.32          884.91            0.00            0.00           735.5             2274.8             2097.9
  345.95          703.43            0.00            0.00           740.6             2626.8             2349.0
  157.09          684.84            0.00            0.00           738.3             2350.5             1961.8
  897.92          161.35            0.00            0.00           733.4             2077.5             1993.1
  612.01          790.66            0.00            0.00           735.2             2340.4             2123.8
  819.88          994.40            0.00            0.00           732.4             2389.0             2099.8
  690.33          657.89            0.00            0.00           735.6             1993.6             1787.2
   39.97           87.35            0.00            0.00           750.2             2050.5             1566.8
  172.09          753.98            0.00            0.00           737.0             1946.5             1647.7
  310.17           88.67            0.00            0.00           741.2             2380.7             2010.5
  280.95          162.59            0.00            0.00           738.3             2775.9             2412.9
  245.05          974.49            0.00            0.00           741.0             2242.4             1980.5
   40.01           87.11            0.00            0.00           750.2             2050.5             1566.8
  714.07           44.21            0.00            0.00           736.2             2307.9             1958.7
  946.37          961.16            0.00            0.00           732.5             2204.6             1904.7
  331.57          185.99            0.00            0.00           737.4             2387.2             2037.1
  658.49          532.01            0.00            0.00           733.7             1980.3             1839.5
  854.04          675.07            0.00            0.00           732.6             2290.3             2066.7
  464.56          224.94            0.00            0.00           732.0             1961.3             1665.3
  460.65          368.19            0.00            0.00           737.3             1799.5             1326.4
  168.64          296.95            0.00            0.00           748.9             2316.0             2074.7
  680.47          838.44            0.00            0.00           729.1             2125.0             1969.9
  436.22          321.00            0.00            0.00           742.8             1638.8             1423.2
  215.36          754.14            0.00            0.00           737.6             1654.2             1319.1
  644.72          234.21            0.00            0.00           731.7             2187.3             1864.9
  344.09          430.93            0.00            0.00           763.4             2307.1             1978.3
  903.97          494.04            0.00            0.00           728.9             2117.3             2038.0
  565.04          594.94            0.00            0.00           736.3             2183.2             2116.9
  472.29          704.14            0.00            0.00           737.0             2110.3             2011.2
  463.29           58.02            0.00            0.00           733.4             2014.7             1713.0
  344.09          430.92            0.00            0.00           763.4             2307.1             1978.3
  451.02          269.08            0.00            0.00           734.7             2037.0             1880.9
  720.06          543.12            0.00            0.00           734.7             1941.4             1688.9
  346.77           24.05            0.00            0.00           740.7             2006.0             1733.9
  171.48          550.86            0.00            0.00           739.0             1990.3             1752.9
  251.08          201.55            0.00            0.00           747.0             1912.2             1727.8
   87.39          825.92            0.00            0.00           743.1             1595.1             1443.4
  434.89          446.99            0.00            0.00           757.6             2112.7             2016.6
  714.74          577.28            0.00            0.00           735.5             2127.6             1949.5
  965.46          967.76            0.00            0.00           732.2             2345.1             2031.4
  538.36          371.01            0.00            0.00           733.0             2174.3             2043.5
  466.04          543.67            0.00            0.00           744.5             2108.9             2027.9
  893.92          326.97            0.00            0.00           730.5             2035.5             1662.2
   88.02          455.05            0.00            0.00           743.6             2447.8             2135.4
  611.32          354.83            0.00            0.00           733.2             2030.1             2008.5
  515.77          857.97            0.00            0.00           734.4             1795.6             1538.8
  901.98          527.94            0.00            0.00           728.2             2025.8             1784.6
  454.06           66.34            0.00            0.00           731.1             2209.5             2029.6
  549.80          890.28            0.00            0.00           734.4             2635.2             2280.3
  308.47           98.04            0.00            0.00           741.2             2162.0             1977.6
  199.63          833.22            0.00            0.00           738.2             1890.6             1449.1
   54.96          979.40            0.00            0.00           742.9             2334.9             1861.8
  135.16          815.85            0.00            0.00           739.0             2029.1             1734.6
  884.18          904.10            0.00            0.00           734.3             2476.1             2301.1
  591.62          227.81            0.00            0.00           730.1             1970.9             1824.6
  466.02          543.88            0.00            0.00           744.5             2108.9             2027.9
  199.75          833.08            0.00            0.00           738.2             1890.6             1449.1
  413.10          498.61            0.00            0.00           754.2             1741.0             1676.7
  300.58          480.04            0.00            0.00           758.9             2411.9             2163.7
  389.97          484.87            0.00            0.00           754.2             2412.7             2044.7
  846.48          300.41            0.00            0.00           730.3             1895.8             1466.8
  714.63          577.15            0.00            0.00           735.5             2127.6             1949.5
  936.00          492.83            0.00            0.00           728.9             2098.0             1987.9
  330.75          883.20            0.00            0.00           739.0             2001.5             1555.7
  884.10          904.21            0.00            0.00           734.3             2476.1             2301.1
 1006.46          397.47            0.00            0.00           733.5             1986.9             1855.6
  292.00          632.05            0.00            0.00           740.4             1877.4             1653.9
  549.57          890.62            0.00            0.00           734.4             2743.9             2264.8
  147.12          704.04            0.00            0.00           737.0             2209.7             1967.9
  936.00          492.62            0.00            0.00           728.9             2098.0             1987.9
  553.75          613.72            0.00            0.00           736.3             1796.8             1615.3
  130.15          744.02            0.00            0.00           737.0             2140.9             1684.4
  230.55          806.49            0.00            0.00           736.4             1916.8             1711.6
  842.92          694.04            0.00            0.00           732.6             2031.5             1772.5
  735.93          861.92            0.00            0.00           731.5             1718.8             1389.4
  140.20          952.63            0.00            0.00           737.5             2440.9             2087.7
  593.96          358.51            0.00            0.00           733.2             3133.4             2824.9
  508.07          128.54            0.00            0.00           730.6             2190.8             2084.9
  554.91          421.36            0.00            0.00           737.4             1711.6             1619.2
  330.86          883.40            0.00            0.00           739.0             2001.5             1555.7
  778.74          308.14            0.00            0.00           730.4             1854.5             1643.1
  832.94          889.60            0.00            0.00           735.5             2018.0             1814.2
  420.90          943.63            0.00            0.00           739.1             1583.6             1342.1
  296.91          804.03            0.00            0.00           735.0             1753.7             1535.9
  269.08          790.65            0.00            0.00           735.0             2081.5             1860.5
  694.36          204.83            0.00            0.00           731.7             1580.6             1158.8
  330.83          883.50            0.00            0.00           739.0             2020.1             1481.8
  947.50          999.98            0.00            0.00           732.5             2001.9             1750.3
  131.57           85.53            0.00            0.00           750.0             2284.2             1867.9
  344.01          430.83            0.00            0.00           763.4             2307.1             1978.3
  335.56          844.74            0.00            0.00           739.0             2094.7             1910.4
  549.58          890.39            0.00            0.00           734.4             2635.2             2280.3
  522.66         1010.27            0.00            0.00           733.9             1990.4             1812.4
  337.01           48.39            0.00            0.00           740.7             2050.5             1839.7
  970.32           78.97            0.00            0.00           743.0             2045.1             1878.5
  712.04          402.47            0.00            0.00           735.8             1696.4             1509.2
  753.69          702.81            0.00            0.00           737.6             2599.2             2522.6
  144.72          913.95            0.00            0.00           737.5             2113.7             1870.0
  625.04          774.97            0.00            0.00           735.2             1971.7             1844.7
  281.47           27.16            0.00            0.00           739.6             2176.7             1968.1
  506.86          355.53            0.00            0.00           737.3             1768.3             1629.1
  939.15          916.14            0.00            0.00           734.7             1956.6             1690.2
  600.30          645.88            0.00            0.00           733.5             1706.2             1394.9
  988.49          442.94            0.00            0.00           733.5             2168.2             2028.3
  628.00          826.01            0.00            0.00           735.2             2086.3             1903.6
  195.17           82.96            0.00            0.00           745.6             2103.9             1728.6
   46.85          946.34            0.00            0.00           742.1             2197.3             1841.6
  423.11          225.58            0.00            0.00           734.5             2198.0             1926.5
  344.05          685.93            0.00            0.00           740.6             2091.4             1848.8
  312.35          649.88            0.00            0.00           740.0             1866.1             1615.2
  961.89          709.62            0.00            0.00           736.4             2121.9             1960.9
 1006.49          597.97            0.00            0.00           729.6             2017.6             1904.7
  340.47          105.00            0.00            0.00           738.0             2012.7             1870.4
  613.64          841.08            0.00            0.00           732.5             1898.1             1512.2
  208.13          452.65            0.00            0.00           752.7             1992.5             1802.5
  372.42          343.73            0.00            0.00           756.7             1654.4             1690.2
  632.52          984.46            0.00            0.00           734.1             2191.5             1990.1
  785.40          999.88            0.00            0.00           732.4             2175.5             1931.8
  769.04          259.06            0.00            0.00           730.4             1846.6             1777.9
  685.30          487.83            0.00            0.00           736.7             1821.8             1758.1
  722.99           49.51            0.00            0.00           736.2             2086.9             2026.4
  832.22          354.11            0.00            0.00           730.5             2049.2             1892.9
  220.98          363.00            0.00            0.00           749.9             2078.6             1832.4
   26.10          903.33            0.00            0.00           742.1             2174.9             1809.8
  331.34          324.06            0.00            0.00           756.7             1261.5             1344.1
  365.07          635.93            0.00            0.00           743.5             1485.4             1528.2
  813.55          470.12            0.00            0.00           731.9             1705.1             1539.7
  892.92          712.87            0.00            0.00           732.5             2029.6             1924.2
  479.98          199.17            0.00            0.00           732.0             1907.5             1792.8
  690.22          483.21            0.00            0.00           736.7             1967.3             1927.6
  301.68          280.01            0.00            0.00           748.9             1737.3             1614.1
  690.23          483.21            0.00            0.00           736.7             1967.3             1927.6
  194.68          907.96            0.00            0.00           739.2             1936.0             1672.3
  430.04          829.05            0.00            0.00           738.5             2411.1             2142.6
  314.21          574.64            0.00            0.00           744.6             1532.3             1308.6
  535.58          658.90            0.00            0.00           734.0             1574.4             1344.9
  312.22          649.79            0.00            0.00           740.0             1866.1             1615.2
  548.96          208.55            0.00            0.00           729.7             1802.1             1572.3
  314.22          574.63            0.00            0.00           744.6             1532.3             1308.6
  402.08          684.22            0.00            0.00           739.6             2232.6             1851.0
  494.40          538.29            0.00            0.00           744.5             1860.5             1682.2
  157.53          187.94            0.00            0.00           753.0             1705.7             1420.8
  178.02          221.06            0.00            0.00           752.0             2737.3             2416.8
  430.11          829.21            0.00            0.00           738.5             2411.1             2142.6
  729.31           97.82            0.00            0.00           732.3             2069.5             1827.4
  194.52          249.62            0.00            0.00           747.0             1773.6             1487.6
  769.69          206.94            0.00            0.00           728.0             1817.1             1634.6
  312.16          649.79            0.00            0.00           740.0             1866.1             1615.2
  261.99          582.24            0.00            0.00           740.4             2876.8             2398.4
   49.33          353.16            0.00            0.00           748.2             1888.9             1676.5
  673.27          321.14            0.00            0.00           731.7             2241.3             2197.4
  730.11          130.35            0.00            0.00           728.8             1737.6             1590.3
  889.49          434.98            0.00            0.00           732.5             2083.2             2021.9
  442.48          173.09            0.00            0.00           735.5             1711.9             1605.2
   81.92          486.74            0.00            0.00           743.6             1571.0             1353.7
  510.45          752.52            0.00            0.00           737.0             1864.5             1774.6
   63.39          472.01            0.00            0.00           744.0             2016.4             1539.6
  952.45          196.93            0.00            0.00           731.1             1886.5             1665.9
  118.73          584.11            0.00            0.00           735.2             2403.4             2007.6
  712.05           60.57            0.00            0.00           736.2             1892.2             1678.8
  173.27          615.76            0.00            0.00           743.2             1811.0             1578.0
  734.82          557.27            0.00            0.00           734.7             2470.7             2381.4
  664.81          968.77            0.00            0.00           731.8             2112.1             1873.4
  331.90          171.86            0.00            0.00           737.4             1675.8             1349.6
  421.56          499.94            0.00            0.00           754.2             1783.5             1699.8
  768.07          667.88            0.00            0.00           735.5             2585.2             2153.1
  705.59          129.07            0.00            0.00           728.8             2043.0             1865.5
  783.67          842.27            0.00            0.00           733.3             1973.4             1742.4
  173.28          615.76            0.00            0.00           743.2             1811.0             1578.0
  551.12          773.30            0.00            0.00           733.2             1957.1             1862.7
  402.07          684.34            0.00            0.00           739.6             2232.6             1851.0
  783.26          842.60            0.00            0.00           733.3             1909.7             1699.9
  490.87          866.76            0.00            0.00           734.0             2533.1             2113.2
  148.56          583.47            0.00            0.00           743.2             1428.2             1283.5
  401.98          684.12            0.00            0.00           739.6             2232.6             1851.0
  329.46          837.95            0.00            0.00           739.0             1727.3             1335.8
  158.74          929.05            0.00            0.00           737.5             1690.0             1426.4
  372.52          839.38            0.00            0.00           739.0             1938.4             1695.3
  924.22          726.75            0.00            0.00           735.0             1723.6             1486.3
  102.28          819.18            0.00            0.00           743.1             1768.4             1590.2
  713.48         1009.24            0.00            0.00           730.9             1860.6             1531.4
  490.88          866.64            0.00            0.00           734.0             2533.1             2113.2
  682.80          500.38            0.00            0.00           736.7             1294.2             1137.8
  463.53          721.90            0.00            0.00           737.0             1643.5             1451.9
  322.05          177.10            0.00            0.00           737.4             1844.9             1582.3
  646.73          257.86            0.00            0.00           732.0             1797.9             1611.2
  777.78          664.63            0.00            0.00           735.5             2079.5             1956.2
  312.08          902.46            0.00            0.00           739.5             1488.4             1257.7
  251.40          616.03            0.00            0.00           744.9             2210.1             2031.9
  329.59          837.96            0.00            0.00           739.0             1643.4             1249.4
  539.54          363.59            0.00            0.00           733.0             1624.3             1524.9
  313.32          589.90            0.00            0.00           740.4             2269.8             2216.4
  312.08          902.45            0.00            0.00           739.5             1488.4             1257.7
  297.43          845.31            0.00            0.00           739.5             1711.3             1534.0
  421.10          759.91            0.00            0.00           737.3             1763.1             1531.4
  879.89          123.97            0.00            0.00           732.0             1949.9             1841.1
  235.95          426.35            0.00            0.00           754.1             1695.4             1347.9
   25.88          386.55            0.00            0.00           747.1             2100.7             1766.4
  290.00          375.51            0.00            0.00           754.0             1678.3             1378.5
  632.76          366.58            0.00            0.00           733.2             1590.5             1314.6
  463.70          721.75            0.00            0.00           737.0             1643.5             1451.9
   94.46          746.11            0.00            0.00           738.5             1976.4             1706.8
  198.87          827.20            0.00            0.00           736.4             1862.0             1539.1
  421.10          759.91            0.00            0.00           737.3             1763.1             1531.4
  543.00          810.23            0.00            0.00           733.2             2007.2             1824.2
  584.08          116.34            0.00            0.00           733.1             2167.8             2053.3
  433.32          219.96            0.00            0.00           734.5             2047.7             1788.4
  321.93          177.19            0.00            0.00           737.4             1844.9             1582.3
  224.10          819.92            0.00            0.00           736.4             1674.2             1381.9
  281.05          422.99            0.00            0.00           761.1             1944.0             1750.3
  649.99          585.88            0.00            0.00           733.3             1666.2             1637.9
  290.00          375.41            0.00            0.00           754.0             1765.1             1439.7
  664.99          208.75            0.00            0.00           731.7             2165.9             2036.1
  210.10          915.84            0.00            0.00           739.2             2100.6             1785.9
  646.93          257.89            0.00            0.00           732.0             1797.9             1611.2
  713.47         1009.46            0.00            0.00           730.9             1860.6             1531.4
  619.49          460.86            0.00            0.00           735.9             2151.8             2055.0
  119.47          780.81            0.00            0.00           743.1             1848.0             1531.1
  224.10          819.92            0.00            0.00           736.4             1674.2             1381.9
  490.95          866.52            0.00            0.00           734.0             2533.1             2113.2
  796.04          429.91            0.00            0.00           733.3             1701.8             1611.8
  104.35          512.95            0.00            0.00           733.9             1890.2             1501.8
  795.25          982.69            0.00            0.00           732.4             1935.5             1794.6
  104.35          512.95            0.00            0.00           733.9             1890.2             1501.8
  822.27          298.06            0.00            0.00           730.4             1814.0             1715.1
  872.46          274.48            0.00            0.00           730.3             1848.6             1780.2
  283.08          185.43            0.00            0.00           738.3             1717.9             1494.9
  299.01          931.64            0.00            0.00           739.5             1763.3             1485.3
  974.96          391.00            0.00            0.00           733.5             1998.1             1878.7
  557.48          487.56            0.00            0.00           743.5             1578.0             1313.8
  337.86          238.33            0.00            0.00           736.7             2132.2             1848.0
  592.99          895.22            0.00            0.00           732.5             1908.6             1719.0
  474.95          354.05            0.00            0.00           737.3             1967.4             1895.7
   80.05          543.51            0.00            0.00           733.9             1579.8             1433.0
   80.06          622.94            0.00            0.00           735.2             1812.5             1549.0
  299.01          931.63            0.00            0.00           739.5             1763.3             1485.3
  359.32          143.26            0.00            0.00           737.4             1758.6             1530.3
  876.32          515.88            0.00            0.00           729.7             1387.9             1316.5
  912.68           35.83            0.00            0.00           743.4             2302.8             2264.6
  863.24          481.28            0.00            0.00           729.3             1694.7             1661.8
  525.96          306.15            0.00            0.00           730.8             1703.5             1373.5
  968.81          739.13            0.00            0.00           736.4             2252.6             2059.6
  412.05          271.03            0.00            0.00           735.8             2216.6             2078.6
  525.96          306.16            0.00            0.00           730.8             1703.5             1373.5
  725.62          368.33            0.00            0.00           732.5             1762.1             1655.8
  283.28          185.54            0.00            0.00           738.3             1652.1             1450.8
  416.09          966.49            0.00            0.00           739.4             1691.3             1546.6
  245.83         1004.02            0.00            0.00           741.0             1743.5             1569.9
  145.41          350.94            0.00            0.00           746.3             1698.4             1531.9
  685.96          978.42            0.00            0.00           731.8             1915.2             1773.1
  695.74          461.14            0.00            0.00           736.7             1692.9             1470.4
  592.98          894.98            0.00            0.00           732.5             1908.6             1719.0
  392.37          383.27            0.00            0.00           742.8             2694.3             2408.3
  832.58          427.44            0.00            0.00           732.5             1565.6             1313.4
  877.98           81.98            0.00            0.00           732.0             1618.3             1345.8
  547.89          651.82            0.00            0.00           734.0             1899.6             1667.2
  653.36          893.10            0.00            0.00           729.1             1722.0             1576.4
  130.48          240.94            0.00            0.00           752.0             1747.8             1536.5
  320.94          803.92            0.00            0.00           735.0             1718.4             1509.6
  283.28          185.78            0.00            0.00           738.3             1652.1             1450.8
  462.36          367.12            0.00            0.00           737.3             1464.5             1242.6
  367.58          129.55            0.00            0.00           737.4             2094.5             1955.8
  265.70          612.12            0.00            0.00           740.4             1680.7             1510.6
  802.90          802.21            0.00            0.00           732.3             1251.9              930.5
  795.97          720.68            0.00            0.00           732.5             1565.9             1378.7
  814.95          631.62            0.00            0.00           733.8             3159.8             3084.5
  347.25          659.20            0.00            0.00           740.6             1871.1             1827.8
  487.55          452.87            0.00            0.00           748.5             1456.5             1354.2
  376.31          263.12            0.00            0.00           741.2             1648.3             1516.0
  204.99          607.64            0.00            0.00           744.9             1449.6             1330.3
  392.07           73.72            0.00            0.00           735.9             1787.5             1628.8
   16.10          671.19            0.00            0.00           735.9             2080.8             1671.7
  539.50          363.81            0.00            0.00           733.0             1680.8             1607.3
  486.00          838.00            0.00            0.00           734.0             1473.1             1031.8
  832.58          427.44            0.00            0.00           732.5             1565.6             1313.4
  160.08          660.98            0.00            0.00           738.3             1784.8             1507.1
   70.35           89.12            0.00            0.00           752.1             1692.9             1524.3
   16.30          670.98            0.00            0.00           735.9             2080.8             1671.7
  559.69           17.06            0.00            0.00           732.5             2029.1             1733.4
  312.36          902.21            0.00            0.00           739.5             1488.4             1257.7
  175.98          275.47            0.00            0.00           748.9             1681.6             1466.8
  175.01          685.48            0.00            0.00           738.3             1626.3             1405.6
  384.99          681.36            0.00            0.00           739.6             1796.1             1604.8
  548.53          674.40            0.00            0.00           734.0             1693.0             1571.3
   16.30          670.98            0.00            0.00           735.9             2080.8             1671.7
  938.33          868.13            0.00            0.00           736.1             1531.8             1374.7
  471.64          923.09            0.00            0.00           734.4             1622.7             1444.3
   79.74          174.84            0.00            0.00           750.0             1324.9             1051.6
  725.93          368.37            0.00            0.00           732.5             1762.1             1655.8
   71.08          646.05            0.00            0.00           737.4             1377.9             1198.6
  180.13          866.49            0.00            0.00           737.4             1567.2             1360.5
  490.45          403.84            0.00            0.00           745.4             1624.9             1609.6
  650.75          988.69            0.00            0.00           731.8             1699.1             1451.2
  100.48           99.94            0.00            0.00           752.1             1930.1             1638.9
   68.34          379.09            0.00            0.00           748.7             1728.2             1428.7
  199.00          827.08            0.00            0.00           736.4             1862.0             1539.1
  547.77          651.91            0.00            0.00           734.0             1899.6             1667.2
   62.56          664.52            0.00            0.00           735.9             1252.0             1019.3
  328.53           92.84            0.00            0.00           738.0             1337.6             1154.8
  365.45          259.51            0.00            0.00           741.2             1917.5             1797.9
  124.66          565.44            0.00            0.00           733.9             1942.3             1595.1
  585.07          535.09            0.00            0.00           734.8             1741.7             1657.8
   90.05          630.92            0.00            0.00           735.2             1462.9             1319.4
  658.64           64.95            0.00            0.00           730.7             1957.2             1714.1
  486.34          837.77            0.00            0.00           734.0             1473.1             1031.8
  986.54          939.48            0.00            0.00           734.6             1689.3             1507.5
  267.03           55.55            0.00            0.00           739.6             1726.2             1440.6
  271.06          905.08            0.00            0.00           739.5             1797.1             1484.8
  464.32          693.10            0.00            0.00           735.7             1654.0             1514.2
  717.51          733.42            0.00            0.00           733.8             1749.0             1696.7
  384.88          681.15            0.00            0.00           739.6             1796.1             1604.8
  740.46          978.86            0.00            0.00           730.9             1591.3             1419.9
  886.97          897.00            0.00            0.00           734.3             1818.0             1770.8
  524.07          185.03            0.00            0.00           729.7             1639.2             1353.1
  628.05          584.68            0.00            0.00           734.0             1579.9             1448.3
  305.93          187.63            0.00            0.00           738.3             1629.4             1546.4
  628.02          584.89            0.00            0.00           734.0             1579.9             1448.3
  354.46          535.96            0.00            0.00           743.7             1746.8             1756.3
  695.97          209.59            0.00            0.00           731.7             1667.4             1564.6
  397.00          822.00            0.00            0.00           738.5             2033.8             1865.6
  117.23          139.41            0.00            0.00           750.0             1792.2             1373.5
  714.50          153.90            0.00            0.00           728.8             1809.3             1697.0
  659.90          485.98            0.00            0.00           736.7             1247.7             1119.9
  428.72          102.03            0.00            0.00           735.9             1165.1              895.5
  435.22          969.37            0.00            0.00           739.4             1561.2             1260.9
  282.10          914.85            0.00            0.00           739.5             1514.0             1288.4
  180.51          420.94            0.00            0.00           749.2             1430.6             1220.5
  608.45          547.96            0.00            0.00           734.8             1407.8             1226.1
  918.65          257.84            0.00            0.00           731.1             1827.6             1705.9
  288.08          865.53            0.00            0.00           739.5             1465.1             1174.1
  532.58          259.91            0.00            0.00           730.8             1422.7             1239.5
  898.23          764.98            0.00            0.00           735.0             1523.0             1395.5
  562.89          989.91            0.00            0.00           733.9             1920.4             1759.8
  270.37          502.15            0.00            0.00           758.9             1113.0             1302.2
  963.26           67.23            0.00            0.00           743.0             1939.3             1796.1
  160.51           20.09            0.00            0.00           748.0             1387.4             1054.0
  664.02           87.74            0.00            0.00           730.7             1563.9             1402.1
  278.99          154.86            0.00            0.00           738.3             2063.4             1851.5
  218.09          507.04            0.00            0.00           752.7             1212.8             1048.4
  613.91          602.95            0.00            0.00           734.0             1654.6             1537.1
  271.07          905.24            0.00            0.00           739.5             1797.1             1484.8
  324.09          901.95            0.00            0.00           740.3             1801.2             1716.8
  946.17          663.72            0.00            0.00           730.9             1672.4             1585.1
  516.96          832.05            0.00            0.00           734.4             1597.6             1445.3
  640.66          255.21            0.00            0.00           731.7             1373.6             1176.8
  353.04          697.98            0.00            0.00           740.6             2124.4             1980.5
  408.47          534.94            0.00            0.00           740.7             1640.6             1528.3
  956.15           88.77            0.00            0.00           735.9             1830.5             1511.6
  464.07          664.90            0.00            0.00           735.7             1595.3             1414.4
  124.99          565.43            0.00            0.00           733.9             1942.3             1595.1
  279.22          154.86            0.00            0.00           738.3             2063.4             1851.5
